endpoint_key,json_path,observed_type,business_category,destination
commitment-line-items,$.wbs_code.flat_code,string,identity,column:primary
commitment-line-items,$.wbs_code.id,string,identity,column:primary
commitment-line-items,$.wbs_code_id,string,identity,column:primary
daily-log-dcrs,$,object,other,structural
daily-log-dcrs,$.apprentice_hours,string,quantity,column:primary
daily-log-dcrs,$.attachments,array,attachment,child:procore_ep_daily_log_dcrs_attachments
daily-log-dcrs,$.attachments[],object,attachment,structural
daily-log-dcrs,$.attachments[].content_type,string,other,column:$.attachments
daily-log-dcrs,$.attachments[].filename,string,attachment,column:$.attachments
daily-log-dcrs,$.attachments[].id,integer,identity,column:$.attachments
daily-log-dcrs,$.attachments[].name,string,title,column:$.attachments
daily-log-dcrs,$.attachments[].share_url,string,attachment,column:$.attachments
daily-log-dcrs,$.attachments[].url,string,attachment,column:$.attachments
daily-log-dcrs,$.attachments[].viewable_type,string,other,column:$.attachments
daily-log-dcrs,$.attachments[].viewable_url,string,attachment,column:$.attachments
daily-log-dcrs,$.created_at,string,date,column:primary
daily-log-dcrs,$.created_by,object,person,structural
daily-log-dcrs,$.created_by.id,integer,identity,column:primary
daily-log-dcrs,$.created_by.login,string,person,column:primary
daily-log-dcrs,$.created_by.name,string,title,column:primary
daily-log-dcrs,$.created_by_collaborator,boolean,person,column:primary
daily-log-dcrs,$.custom_fields,object,custom_field,structural
daily-log-dcrs,$.date,string,date,column:primary
daily-log-dcrs,$.datetime,string,other,column:primary
daily-log-dcrs,$.deleted_at,null,date,column:primary
daily-log-dcrs,$.first_year_hours,string,quantity,column:primary
daily-log-dcrs,$.foreman_hours,string,quantity,column:primary
daily-log-dcrs,$.id,integer,identity,column:primary
daily-log-dcrs,$.journeyman_hours,string,quantity,column:primary
daily-log-dcrs,$.local_city_hours,string,quantity,column:primary
daily-log-dcrs,$.local_county_hours,string,quantity,column:primary
daily-log-dcrs,$.location,null,other,column:primary
daily-log-dcrs,$.minority_hours,string,quantity,column:primary
daily-log-dcrs,$.notes,string,title,column:primary
daily-log-dcrs,$.number_of_apprentice_workers,integer,quantity,column:primary
daily-log-dcrs,$.number_of_foreman_workers,integer,quantity,column:primary
daily-log-dcrs,$.number_of_journeyman_workers,integer,quantity,column:primary
daily-log-dcrs,$.number_of_other_workers,integer,quantity,column:primary
daily-log-dcrs,$.other_hours,string,quantity,column:primary
daily-log-dcrs,$.permissions,object,other,structural
daily-log-dcrs,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-dcrs,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-dcrs,$.position,integer,other,column:primary
daily-log-dcrs,$.related_items,array,other,sidecar:primary
daily-log-dcrs,$.status,string,status,column:primary
daily-log-dcrs,$.trade,object,other,structural
daily-log-dcrs,$.trade.active,boolean,other,sidecar:primary
daily-log-dcrs,$.trade.id,integer,identity,column:primary
daily-log-dcrs,$.trade.name,string,title,column:primary
daily-log-dcrs,$.trade.updated_at,string,date,column:primary
daily-log-dcrs,$.updated_at,string,date,column:primary
daily-log-dcrs,$.vendor,object,company,structural
daily-log-dcrs,$.vendor.id,integer,identity,column:primary
daily-log-dcrs,$.vendor.name,string,title,column:primary
daily-log-dcrs,$.veteran_hours,string,quantity,column:primary
daily-log-dcrs,$.women_hours,string,quantity,column:primary
daily-log-deliveries,$,object,other,structural
daily-log-deliveries,$.attachments,array,attachment,child:procore_ep_daily_log_deliveries_attachments
daily-log-deliveries,$.attachments[],object,attachment,structural
daily-log-deliveries,$.attachments[].content_type,string,other,column:$.attachments
daily-log-deliveries,$.attachments[].filename,string,attachment,column:$.attachments
daily-log-deliveries,$.attachments[].id,integer,identity,column:$.attachments
daily-log-deliveries,$.attachments[].name,string,title,column:$.attachments
daily-log-deliveries,$.attachments[].share_url,string,attachment,column:$.attachments
daily-log-deliveries,$.attachments[].url,string,attachment,column:$.attachments
daily-log-deliveries,$.attachments[].viewable_type,string,other,column:$.attachments
daily-log-deliveries,$.attachments[].viewable_url,string,attachment,column:$.attachments
daily-log-deliveries,$.comments,string,title,column:primary
daily-log-deliveries,$.contents,string,other,column:primary
daily-log-deliveries,$.created_at,string,date,column:primary
daily-log-deliveries,$.created_by,object,person,structural
daily-log-deliveries,$.created_by.id,integer,identity,column:primary
daily-log-deliveries,$.created_by.login,string,person,column:primary
daily-log-deliveries,$.created_by.name,string,title,column:primary
daily-log-deliveries,$.created_by_collaborator,boolean,person,column:primary
daily-log-deliveries,$.custom_fields,object,custom_field,structural
daily-log-deliveries,$.date,string,date,column:primary
daily-log-deliveries,$.datetime,string,other,column:primary
daily-log-deliveries,$.deleted_at,null,date,column:primary
daily-log-deliveries,$.delivery_from,string,other,column:primary
daily-log-deliveries,$.id,integer,identity,column:primary
daily-log-deliveries,$.location,null,other,column:primary
daily-log-deliveries,$.permissions,object,other,structural
daily-log-deliveries,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-deliveries,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-deliveries,$.position,integer,other,column:primary
daily-log-deliveries,$.related_items,array,other,sidecar:primary
daily-log-deliveries,$.status,string,status,column:primary
daily-log-deliveries,$.time_hour,integer,quantity,column:primary
daily-log-deliveries,$.time_minute,integer,other,column:primary
daily-log-deliveries,$.tracking_number,string,identity,column:primary
daily-log-deliveries,$.updated_at,string,date,column:primary
daily-log-deliveries,$.vendor,null,company,column:primary
daily-log-inspections,$,object,other,structural
daily-log-inspections,$.area,string,other,column:primary
daily-log-inspections,$.attachments,array,attachment,child:procore_ep_daily_log_inspections_attachments
daily-log-inspections,$.attachments[],object,attachment,structural
daily-log-inspections,$.attachments[].content_type,string,other,column:$.attachments
daily-log-inspections,$.attachments[].filename,string,attachment,column:$.attachments
daily-log-inspections,$.attachments[].id,integer,identity,column:$.attachments
daily-log-inspections,$.attachments[].name,string,title,column:$.attachments
daily-log-inspections,$.attachments[].share_url,string,attachment,column:$.attachments
daily-log-inspections,$.attachments[].url,string,attachment,column:$.attachments
daily-log-inspections,$.attachments[].viewable_type,string,other,column:$.attachments
daily-log-inspections,$.attachments[].viewable_url,string,attachment,column:$.attachments
daily-log-inspections,$.comments,string,title,column:primary
daily-log-inspections,$.created_at,string,date,column:primary
daily-log-inspections,$.created_by,object,person,structural
daily-log-inspections,$.created_by.id,integer,identity,column:primary
daily-log-inspections,$.created_by.login,string,person,column:primary
daily-log-inspections,$.created_by.name,string,title,column:primary
daily-log-inspections,$.created_by_collaborator,boolean,person,column:primary
daily-log-inspections,$.custom_fields,object,custom_field,structural
daily-log-inspections,$.date,string,date,column:primary
daily-log-inspections,$.datetime,string,other,column:primary
daily-log-inspections,$.deleted_at,null,date,column:primary
daily-log-inspections,$.end_hour,integer,quantity,column:primary
daily-log-inspections,$.end_minute,integer,other,column:primary
daily-log-inspections,$.id,integer,identity,column:primary
daily-log-inspections,$.inspecting_entity,string,other,column:primary
