endpoint_key,json_path,observed_type,business_category,destination
daily-log-inspections,$.location.parent_id,integer,identity,column:primary
daily-log-inspections,$.location.updated_at,string,date,column:primary
daily-log-inspections,$.permissions,object,other,structural
daily-log-inspections,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-inspections,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-inspections,$.position,integer,other,column:primary
daily-log-inspections,$.related_items,array,other,sidecar:primary
daily-log-inspections,$.start_hour,integer,quantity,column:primary
daily-log-inspections,$.start_minute,integer,other,column:primary
daily-log-inspections,$.status,string,status,column:primary
daily-log-inspections,$.updated_at,string,date,column:primary
daily-log-inspections,$.vendor,null,company,column:primary
daily-log-manpower,$,object,other,structural
daily-log-manpower,$.attachments,array,attachment,child:procore_ep_daily_log_manpower_attachments
daily-log-manpower,$.attachments[],object,attachment,structural
daily-log-manpower,$.attachments[].content_type,string,other,column:$.attachments
daily-log-manpower,$.attachments[].filename,string,attachment,column:$.attachments
daily-log-manpower,$.attachments[].id,integer,identity,column:$.attachments
daily-log-manpower,$.attachments[].name,string,title,column:$.attachments
daily-log-manpower,$.attachments[].share_url,string,attachment,column:$.attachments
daily-log-manpower,$.attachments[].url,string,attachment,column:$.attachments
daily-log-manpower,$.attachments[].viewable_type,string,other,column:$.attachments
daily-log-manpower,$.attachments[].viewable_url,string,attachment,column:$.attachments
daily-log-manpower,$.contact,object,person,column:primary
daily-log-manpower,$.contact.business_phone,string,other,sidecar:primary
daily-log-manpower,$.contact.business_phone_extension,null,other,sidecar:primary
daily-log-manpower,$.contact.email,string,person,column:primary
daily-log-manpower,$.contact.email_address,string,person,column:primary
daily-log-manpower,$.contact.fax_number,string,identity,column:primary
daily-log-manpower,$.contact.id,integer,identity,column:primary
daily-log-manpower,$.contact.job_title,null,title,column:primary
daily-log-manpower,$.contact.login_information_id,null,identity,column:primary
daily-log-manpower,$.contact.mobile_phone,null,other,sidecar:primary
daily-log-manpower,$.contact.name,string,title,column:primary
daily-log-manpower,$.contact.vendor_name,null,company,column:primary
daily-log-manpower,$.cost_code,object,identity,column:primary
daily-log-manpower,$.cost_code.id,integer,identity,column:primary
daily-log-manpower,$.cost_code.long_name,string,title,column:primary
daily-log-manpower,$.cost_code.name,string,title,column:primary
daily-log-manpower,$.created_at,string,date,column:primary
daily-log-manpower,$.created_by,object,person,structural
daily-log-manpower,$.created_by.id,integer,identity,column:primary
daily-log-manpower,$.created_by.login,string,person,column:primary
daily-log-manpower,$.created_by.name,string,title,column:primary
daily-log-manpower,$.created_by_collaborator,boolean,person,column:primary
daily-log-manpower,$.custom_fields,object,custom_field,structural
daily-log-manpower,$.date,string,date,column:primary
daily-log-manpower,$.datetime,string,other,column:primary
daily-log-manpower,$.deleted_at,null,date,column:primary
daily-log-manpower,$.id,integer,identity,column:primary
daily-log-manpower,$.location,object,other,column:primary
daily-log-manpower,$.location.created_at,string,date,column:primary
daily-log-manpower,$.location.id,integer,identity,column:primary
daily-log-manpower,$.location.name,string,title,column:primary
daily-log-manpower,$.location.node_name,string,title,column:primary
daily-log-manpower,$.location.parent_id,integer,identity,column:primary
daily-log-manpower,$.location.updated_at,string,date,column:primary
daily-log-manpower,$.man_hours,string,quantity,column:primary
daily-log-manpower,$.notes,string,title,column:primary
daily-log-manpower,$.num_hours,string,quantity,column:primary
daily-log-manpower,$.num_workers,integer,quantity,column:primary
daily-log-manpower,$.permissions,object,other,structural
daily-log-manpower,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-manpower,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-manpower,$.position,integer,other,column:primary
daily-log-manpower,$.related_items,array,other,sidecar:primary
daily-log-manpower,$.status,string,status,column:primary
daily-log-manpower,$.trade,null,other,column:primary
daily-log-manpower,$.updated_at,string,date,column:primary
daily-log-manpower,$.vendor,object,company,structural
daily-log-manpower,$.vendor.id,integer,identity,column:primary
daily-log-manpower,$.vendor.name,string,title,column:primary
daily-log-notes,$,object,other,structural
daily-log-notes,$.attachments,array,attachment,child:procore_ep_daily_log_notes_attachments
daily-log-notes,$.attachments[],object,attachment,structural
daily-log-notes,$.attachments[].content_type,string,other,column:$.attachments
daily-log-notes,$.attachments[].filename,string,attachment,column:$.attachments
daily-log-notes,$.attachments[].id,integer,identity,column:$.attachments
daily-log-notes,$.attachments[].name,string,title,column:$.attachments
daily-log-notes,$.attachments[].share_url,string,attachment,column:$.attachments
daily-log-notes,$.attachments[].url,string,attachment,column:$.attachments
daily-log-notes,$.attachments[].viewable_type,string,other,column:$.attachments
daily-log-notes,$.attachments[].viewable_url,string,attachment,column:$.attachments
daily-log-notes,$.comment,string,title,column:primary
daily-log-notes,$.created_at,string,date,column:primary
daily-log-notes,$.created_by,object,person,structural
daily-log-notes,$.created_by.id,integer,identity,column:primary
daily-log-notes,$.created_by.login,string,person,column:primary
daily-log-notes,$.created_by.name,string,title,column:primary
daily-log-notes,$.created_by_collaborator,boolean,person,column:primary
daily-log-notes,$.custom_fields,object,custom_field,structural
daily-log-notes,$.daily_log_header_id,integer,identity,column:primary
daily-log-notes,$.date,string,date,column:primary
daily-log-notes,$.datetime,string,other,column:primary
daily-log-notes,$.deleted_at,null,date,column:primary
daily-log-notes,$.id,integer,identity,column:primary
daily-log-notes,$.is_issue_day,boolean,other,column:primary
daily-log-notes,$.location,object,other,column:primary
daily-log-notes,$.location.created_at,string,date,column:primary
daily-log-notes,$.location.id,integer,identity,column:primary
daily-log-notes,$.location.name,string,title,column:primary
daily-log-notes,$.location.node_name,string,title,column:primary
daily-log-notes,$.location.parent_id,integer,identity,column:primary
daily-log-notes,$.location.updated_at,string,date,column:primary
daily-log-notes,$.permissions,object,other,structural
daily-log-notes,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-notes,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-notes,$.position,integer,other,column:primary
daily-log-notes,$.related_items,array,other,sidecar:primary
daily-log-notes,$.status,string,status,column:primary
daily-log-notes,$.updated_at,string,date,column:primary
daily-log-notes,$.vendor,null,company,column:primary
daily-log-visitor,$,object,other,structural
daily-log-visitor,$.attachments,array,attachment,sidecar:primary
daily-log-visitor,$.begin_hour,integer,quantity,column:primary
daily-log-visitor,$.begin_minute,integer,other,column:primary
daily-log-visitor,$.created_at,string,date,column:primary
daily-log-visitor,$.created_by,object,person,structural
daily-log-visitor,$.created_by.id,integer,identity,column:primary
daily-log-visitor,$.created_by.login,string,person,column:primary
daily-log-visitor,$.created_by.name,string,title,column:primary
daily-log-visitor,$.created_by_collaborator,boolean,person,column:primary
daily-log-visitor,$.custom_fields,object,custom_field,structural
daily-log-visitor,$.date,string,date,column:primary
daily-log-visitor,$.datetime,string,other,column:primary
daily-log-visitor,$.deleted_at,null,date,column:primary
daily-log-visitor,$.details,string,other,column:primary
daily-log-visitor,$.end_hour,integer,quantity,column:primary
daily-log-visitor,$.end_minute,integer,other,column:primary
daily-log-visitor,$.id,integer,identity,column:primary
daily-log-visitor,$.location,null,other,column:primary
daily-log-visitor,$.permissions,object,other,structural
daily-log-visitor,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-visitor,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-visitor,$.position,integer,other,column:primary
daily-log-visitor,$.related_items,array,other,sidecar:primary
daily-log-visitor,$.status,string,status,column:primary
daily-log-visitor,$.subject,string,title,column:primary
daily-log-visitor,$.updated_at,string,date,column:primary
daily-log-visitor,$.vendor,null,company,column:primary
daily-log-weather,$,object,other,structural
daily-log-weather,$.attachments,array,attachment,sidecar:primary
daily-log-weather,$.average,string,other,column:primary
daily-log-weather,$.calamity,string,other,column:primary
daily-log-weather,$.comments,null,title,column:primary
daily-log-weather,$.created_at,string,date,column:primary
daily-log-weather,$.created_by,null,person,column:primary
daily-log-weather,$.created_by_collaborator,boolean,person,column:primary
daily-log-weather,$.custom_fields,object,custom_field,structural
daily-log-weather,$.daily_log_segment,null,cost_code,column:primary
daily-log-weather,$.daily_log_segment_id,null,identity,column:primary
daily-log-weather,$.date,string,date,column:primary
daily-log-weather,$.datetime,string,other,column:primary
daily-log-weather,$.deleted_at,null,date,column:primary
daily-log-weather,$.ground,string,other,column:primary
daily-log-weather,$.id,integer,identity,column:primary
daily-log-weather,$.is_weather_delay,null,other,column:primary
daily-log-weather,$.location,null,other,column:primary
daily-log-weather,$.permissions,object,other,structural
daily-log-weather,$.permissions.can_delete,boolean,other,sidecar:primary
daily-log-weather,$.permissions.can_update,boolean,other,sidecar:primary
daily-log-weather,$.position,integer,other,column:primary
daily-log-weather,$.precipitation,string,other,column:primary
daily-log-weather,$.sky,string,other,column:primary
daily-log-weather,$.status,string,status,column:primary
daily-log-weather,$.temperature,string,other,column:primary
daily-log-weather,$.time,string,other,column:primary
daily-log-weather,$.time_hour,integer,quantity,column:primary
daily-log-weather,$.time_minute,integer,other,column:primary
daily-log-weather,$.updated_at,string,date,column:primary
daily-log-weather,$.vendor,null,company,column:primary
daily-log-weather,$.wind,string,other,column:primary
inspection-items,$,object,other,structural
inspection-items,$.company_template_item_details,null,company,column:primary
inspection-items,$.details,string,other,column:primary
inspection-items,$.display_conditions,array,other,sidecar:primary
inspection-items,$.evidence_configuration,object,other,structural
inspection-items,$.evidence_configuration.created_at,string,date,column:primary
inspection-items,$.evidence_configuration.item_id,integer,identity,column:primary
inspection-items,$.evidence_configuration.observation,object,other,structural
inspection-items,$.evidence_configuration.observation.response_option_ids,array,other,sidecar:primary
inspection-items,$.evidence_configuration.observation.response_option_ids[],integer,other,structural
inspection-items,$.evidence_configuration.observation.status_ids,array,status,sidecar:primary
inspection-items,$.evidence_configuration.photo,object,attachment,structural
inspection-items,$.evidence_configuration.photo.response_option_ids,array,other,sidecar:primary
inspection-items,$.evidence_configuration.photo.status_ids,array,status,sidecar:primary
inspection-items,$.evidence_configuration.updated_at,string,date,column:primary
inspection-items,$.id,integer,identity,column:primary
inspection-items,$.item_reference_ids,array,other,sidecar:primary
inspection-items,$.item_response,object,other,column:primary
inspection-items,$.item_response.item_id,integer,identity,column:primary
inspection-items,$.item_response.item_type,object,other,structural
inspection-items,$.item_response.item_type.category,string,other,sidecar:primary
inspection-items,$.item_response.item_type.id,integer,identity,column:primary
inspection-items,$.item_response.item_type.name,string,title,column:primary
inspection-items,$.item_response.payload,object,other,structural
inspection-items,$.item_response.payload.number_value,string,money,column:primary
inspection-items,$.item_response.payload.response_option,object,other,structural
inspection-items,$.item_response.payload.response_option.id,integer,identity,column:primary
inspection-items,$.item_response.payload.response_option.name,string,title,column:primary
inspection-items,$.item_response.payload.text_value,string,money,column:primary
inspection-items,$.item_response.responded_at,string,date,column:primary
inspection-items,$.item_response.responder,object,other,structural
inspection-items,$.item_response.responder.id,integer,identity,column:primary
inspection-items,$.item_response.responder.login,string,person,column:primary
inspection-items,$.item_response.responder.name,string,title,column:primary
inspection-items,$.item_response.status,string,status,column:primary
inspection-items,$.list_id,integer,identity,column:primary
inspection-items,$.name,string,title,column:primary
inspection-items,$.number,string,identity,column:primary
inspection-items,$.parent_item_id,null,identity,column:primary
inspection-items,$.position,integer,other,column:primary
inspection-items,$.relative_position,integer,other,column:primary
inspection-items,$.responded_with,string,other,column:primary
inspection-items,$.response,object,other,column:primary
inspection-items,$.response.corresponding_status,string,status,column:primary
inspection-items,$.response.id,integer,identity,column:primary
inspection-items,$.response.name,string,title,column:primary
inspection-items,$.response_set,object,other,column:primary
inspection-items,$.response_set.active,boolean,other,sidecar:primary
inspection-items,$.response_set.created_at,string,date,column:primary
inspection-items,$.response_set.deletable,boolean,other,sidecar:primary
inspection-items,$.response_set.id,integer,identity,column:primary
inspection-items,$.response_set.name,string,title,column:primary
inspection-items,$.response_set.procore_standard,boolean,other,sidecar:primary
inspection-items,$.response_set.responses,array,other,child:procore_ep_inspection_items_response_set_responses
inspection-items,$.response_set.responses[],object,other,structural
inspection-items,$.response_set.responses[].id,integer,identity,column:$.response_set.responses
inspection-items,$.response_set.responses[].item_status_id,integer,identity,column:$.response_set.responses
inspection-items,$.response_set.responses[].name,string,title,column:$.response_set.responses
inspection-items,$.response_set.responses[].status,string,status,column:$.response_set.responses
inspection-items,$.response_set.updated_at,string,date,column:primary
inspection-items,$.section_id,integer,identity,column:primary
inspection-items,$.signature_request_ids,array,other,sidecar:primary
inspection-items,$.status,string,status,column:primary
inspection-items,$.template_item_id,integer,identity,column:primary
inspection-items,$.type,object,other,structural
inspection-items,$.type.category,string,other,sidecar:primary
inspection-items,$.type.id,integer,identity,column:primary
inspection-items,$.type.name,string,title,column:primary
inspection-items,$.updated_at,string,date,column:primary
inspection-sections,$,object,other,structural
inspection-sections,$.id,integer,identity,column:primary
inspection-sections,$.name,string,title,column:primary
inspection-sections,$.position,integer,other,column:primary
inspection-sections,$.template_section_id,integer,identity,column:primary
inspection-sections,$.updated_at,string,date,column:primary
inspections,$,object,other,structural
inspections,$.asset_ids,array,other,sidecar:primary
inspections,$.attachments,array,attachment,child:procore_ep_inspections_attachments
inspections,$.attachments[],object,attachment,structural
inspections,$.attachments[].attached_to_item_id,integer,identity,column:$.attachments
inspections,$.attachments[].attached_to_item_type,string,other,column:$.attachments
inspections,$.attachments[].content_type,string,other,column:$.attachments
inspections,$.attachments[].filename,string,attachment,column:$.attachments
inspections,$.attachments[].id,integer,identity,column:$.attachments
inspections,$.attachments[].name,string,title,column:$.attachments
inspections,$.attachments[].thumbnail_url,string,attachment,column:$.attachments
inspections,$.attachments[].url,string,attachment,column:$.attachments
inspections,$.attachments[].viewable_document_id,integer,identity,column:$.attachments
inspections,$.attachments[].viewer_url,string,attachment,column:$.attachments
inspections,$.closed_at,string,date,column:primary
inspections,$.closed_by,object,status,column:primary
inspections,$.closed_by.company_name,string,company,column:primary
inspections,$.closed_by.id,integer,identity,column:primary
inspections,$.closed_by.login,string,person,column:primary
inspections,$.closed_by.name,string,title,column:primary
inspections,$.closed_observations_count,integer,quantity,column:primary
inspections,$.conforming_item_count,integer,quantity,column:primary
inspections,$.created_at,string,date,column:primary
inspections,$.created_by,object,person,structural
inspections,$.created_by.company_name,string,company,column:primary
inspections,$.created_by.id,integer,identity,column:primary
inspections,$.created_by.login,string,person,column:primary
inspections,$.created_by.name,string,title,column:primary
inspections,$.current_drawing_revision_ids,array,other,sidecar:primary
inspections,$.custom_fields,object,custom_field,structural
inspections,$.default_response_phrasing,object,other,structural
inspections,$.default_response_phrasing.conforming_response,string,other,sidecar:primary
inspections,$.default_response_phrasing.deficient_response,string,other,sidecar:primary
inspections,$.default_response_phrasing.global,boolean,other,sidecar:primary
inspections,$.deficient_item_count,integer,quantity,column:primary
inspections,$.deleted,boolean,status,column:primary
inspections,$.description,string,title,column:primary
inspections,$.distribution_members,array,person,child:procore_ep_inspections_distribution_members
inspections,$.distribution_members[],object,person,structural
inspections,$.distribution_members[].company_name,string,company,column:$.distribution_members
inspections,$.distribution_members[].id,integer,identity,column:$.distribution_members
inspections,$.distribution_members[].login,string,person,column:$.distribution_members
inspections,$.distribution_members[].name,string,title,column:$.distribution_members
inspections,$.drawing_ids,array,other,sidecar:primary
inspections,$.due_at,string,date,column:primary
inspections,$.equipment,null,other,column:primary
inspections,$.equipment_id,null,identity,column:primary
inspections,$.id,integer,identity,column:primary
inspections,$.identifier,string,other,column:primary
inspections,$.inspected_item_count,integer,quantity,column:primary
inspections,$.inspection_date,string,date,column:primary
inspections,$.inspection_type,object,other,structural
inspections,$.inspection_type.created_at,string,date,column:primary
inspections,$.inspection_type.grouping,null,other,sidecar:primary
inspections,$.inspection_type.id,integer,identity,column:primary
inspections,$.inspection_type.name,string,title,column:primary
inspections,$.inspection_type.updated_at,string,date,column:primary
inspections,$.inspectors,array,person,child:procore_ep_inspections_inspectors
inspections,$.inspectors[],object,person,structural
inspections,$.inspectors[].company_name,string,company,column:$.inspectors
inspections,$.inspectors[].id,integer,identity,column:$.inspectors
inspections,$.inspectors[].login,string,person,column:$.inspectors
inspections,$.inspectors[].name,string,title,column:$.inspectors
inspections,$.item_count,integer,quantity,column:primary
inspections,$.list_template_id,integer,identity,column:primary
inspections,$.list_template_name,string,title,column:primary
inspections,$.location,object,other,column:primary
inspections,$.location.code,null,identity,column:primary
inspections,$.location.created_at,string,date,column:primary
inspections,$.location.id,integer,identity,column:primary
inspections,$.location.name,string,title,column:primary
inspections,$.location.node_name,string,title,column:primary
inspections,$.location.parent_id,integer,identity,column:primary
inspections,$.location.updated_at,string,date,column:primary
inspections,$.managed_equipment_id,null,identity,column:primary
inspections,$.name,string,title,column:primary
inspections,$.neutral_item_count,integer,quantity,column:primary
inspections,$.not_applicable_item_count,integer,quantity,column:primary
inspections,$.number,integer,identity,column:primary
inspections,$.observations_count,integer,quantity,column:primary
inspections,$.overdue,boolean,date,column:primary
inspections,$.point_of_contact,object,person,column:primary
inspections,$.point_of_contact.company_name,string,company,column:primary
inspections,$.point_of_contact.id,integer,identity,column:primary
inspections,$.point_of_contact.login,string,person,column:primary
inspections,$.point_of_contact.name,string,title,column:primary
inspections,$.private,boolean,status,column:primary
inspections,$.reinspected_by_id,null,identity,column:primary
inspections,$.reinspected_from_id,null,identity,column:primary
inspections,$.respondable_item_count,integer,quantity,column:primary
inspections,$.responsible_contractor,object,person,column:primary
inspections,$.responsible_contractor.id,integer,identity,column:primary
inspections,$.responsible_contractor.name,string,title,column:primary
inspections,$.schedule,null,other,column:primary
inspections,$.signature_requests,array,other,child:procore_ep_inspections_signature_requests
inspections,$.signature_requests[],object,other,structural
inspections,$.signature_requests[].id,integer,identity,column:$.signature_requests
inspections,$.signature_requests[].signatory,object,other,structural
inspections,$.signature_requests[].signatory.company_name,string,company,column:$.signature_requests
inspections,$.signature_requests[].signatory.id,integer,identity,column:$.signature_requests
inspections,$.signature_requests[].signatory.login,string,person,column:$.signature_requests
inspections,$.signature_requests[].signatory.name,string,title,column:$.signature_requests
inspections,$.signature_requests[].signature,object,other,column:$.signature_requests
inspections,$.signature_requests[].signature.attachment,object,attachment,structural
inspections,$.signature_requests[].signature.attachment.id,integer,identity,column:$.signature_requests
inspections,$.signature_requests[].signature.attachment.name,string,title,column:$.signature_requests
inspections,$.signature_requests[].signature.attachment.url,string,attachment,sidecar:child:$.signature_requests
inspections,$.signature_requests[].signature.captured_at,string,date,column:$.signature_requests
inspections,$.signature_requests[].signature.captured_by,object,other,structural
inspections,$.signature_requests[].signature.captured_by.id,integer,identity,column:$.signature_requests
inspections,$.signature_requests[].signature.captured_by.login,string,person,column:$.signature_requests
inspections,$.signature_requests[].signature.captured_by.name,string,title,column:$.signature_requests
inspections,$.signature_requests[].signature.id,integer,identity,column:$.signature_requests
inspections,$.specification_section,object,other,column:primary
inspections,$.specification_section.description,string,title,column:primary
inspections,$.specification_section.id,integer,identity,column:primary
inspections,$.specification_section.latest_revision_url,null,attachment,sidecar:primary
inspections,$.specification_section.section,string,other,sidecar:primary
inspections,$.status,string,status,column:primary
inspections,$.template_id,integer,identity,column:primary
inspections,$.trade,object,other,column:primary
inspections,$.trade.active,boolean,other,sidecar:primary
inspections,$.trade.id,integer,identity,column:primary
inspections,$.trade.name,string,title,column:primary
inspections,$.trade.updated_at,string,date,column:primary
inspections,$.updated_at,string,date,column:primary
meetings,$,object,other,structural
meetings,$.created_at,string,date,column:primary
meetings,$.created_by_id,integer,identity,column:primary
meetings,$.description,string,title,column:primary
meetings,$.distributed_at,string,date,column:primary
meetings,$.distributed_by,object,other,column:primary
meetings,$.distributed_by.id,integer,identity,column:primary
meetings,$.distributed_by.login,string,person,column:primary
meetings,$.distributed_by.name,string,title,column:primary
meetings,$.ends_at,string,date,column:primary
meetings,$.id,integer,identity,column:primary
meetings,$.is_private,boolean,status,column:primary
meetings,$.last_distributed_event,string,other,column:primary
meetings,$.location,string,other,column:primary
meetings,$.meeting_template_id,null,identity,column:primary
meetings,$.meeting_topics_count,integer,quantity,column:primary
meetings,$.mode,string,other,column:primary
meetings,$.occurred,boolean,other,column:primary
meetings,$.parent_id,integer,identity,column:primary
meetings,$.position,integer,other,column:primary
meetings,$.starts_at,string,date,column:primary
meetings,$.title,string,title,column:primary
meetings,$.updated_at,string,date,column:primary
observations,$,object,other,structural
observations,$.assignee,object,person,column:primary
observations,$.assignee.id,integer,identity,column:primary
observations,$.assignee.name,string,title,column:primary
observations,$.assignee.vendor,object,company,column:primary
observations,$.assignee.vendor.id,integer,identity,column:primary
observations,$.assignee.vendor.name,string,title,column:primary
observations,$.assignees,array,person,child:procore_ep_observations_assignees
observations,$.assignees[],object,person,structural
observations,$.assignees[].id,integer,identity,column:$.assignees
observations,$.assignees[].name,string,title,column:$.assignees
observations,$.assignees[].vendor,object,company,column:$.assignees
observations,$.assignees[].vendor.id,integer,identity,column:$.assignees
observations,$.assignees[].vendor.name,string,title,column:$.assignees
observations,$.category,object,other,structural
observations,$.category.grouping,null,other,sidecar:primary
observations,$.category.name,string,title,column:primary
observations,$.closed_at,string,date,column:primary
observations,$.created_at,string,date,column:primary
observations,$.created_by,object,person,structural
observations,$.created_by.company_name,string,company,column:primary
observations,$.created_by.id,integer,identity,column:primary
observations,$.created_by.login,string,person,column:primary
observations,$.created_by.name,string,title,column:primary
observations,$.custom_fields,object,custom_field,structural
observations,$.date_notified,string,other,column:primary
observations,$.deleted_at,null,date,column:primary
observations,$.description,string,title,column:primary
observations,$.description_rich_text,string,title,column:primary
observations,$.due_date,string,date,column:primary
observations,$.id,integer,identity,column:primary
observations,$.location,object,other,column:primary
observations,$.location.created_at,string,date,column:primary
observations,$.location.id,integer,identity,column:primary
observations,$.location.name,string,title,column:primary
observations,$.location.node_name,string,title,column:primary
observations,$.location.parent_id,integer,identity,column:primary
observations,$.location.updated_at,string,date,column:primary
observations,$.name,string,title,column:primary
observations,$.number,string,identity,column:primary
observations,$.origin,object,other,column:primary
observations,$.origin.payload,object,other,structural
observations,$.origin.payload.checklist_item_id,integer,identity,column:primary
observations,$.origin.payload.checklist_list_id,integer,identity,column:primary
observations,$.origin.type,string,other,sidecar:primary
observations,$.permissions,null,other,column:primary
observations,$.personal,boolean,other,column:primary
observations,$.priority,string,other,column:primary
observations,$.specification_section,object,other,column:primary
observations,$.specification_section.current_revision_id,integer,identity,column:primary
observations,$.specification_section.description,string,title,column:primary
observations,$.specification_section.id,integer,identity,column:primary
observations,$.specification_section.latest_revision_url,null,attachment,sidecar:primary
observations,$.specification_section.number,string,identity,column:primary
observations,$.specification_section.viewable_document_id,null,identity,column:primary
observations,$.status,string,status,column:primary
observations,$.trade,object,other,column:primary
observations,$.trade.active,boolean,other,sidecar:primary
observations,$.trade.id,integer,identity,column:primary
observations,$.trade.name,string,title,column:primary
observations,$.trade.updated_at,string,date,column:primary
observations,$.type,object,other,structural
observations,$.type.active,boolean,other,sidecar:primary
observations,$.type.category,string,other,sidecar:primary
observations,$.type.category_key,string,other,sidecar:primary
observations,$.type.company_active,boolean,company,column:primary
observations,$.type.id,integer,identity,column:primary
observations,$.type.in_use,boolean,other,sidecar:primary
observations,$.type.kind,string,other,sidecar:primary
observations,$.type.localized_name,string,title,column:primary
observations,$.type.name,string,title,column:primary
observations,$.type.name_translations,null,title,column:primary
observations,$.type.observations_category,object,other,structural
observations,$.type.observations_category.grouping,null,other,sidecar:primary
observations,$.type.observations_category.id,integer,identity,column:primary
observations,$.type.observations_category.name,string,title,column:primary
observations,$.type.observations_category.updated_at,string,date,column:primary
observations,$.type.parent_inactive,boolean,other,sidecar:primary
observations,$.updated_at,string,date,column:primary
prime-change-order-line-items,$,object,other,structural
prime-change-order-line-items,$.amount,string,money,column:primary
prime-change-order-line-items,$.description,string,title,column:primary
prime-change-order-line-items,$.extended_type,string,other,column:primary
prime-change-order-line-items,$.funding_rule_id,null,identity,column:primary
prime-change-order-line-items,$.id,string,identity,column:primary
prime-change-order-line-items,$.position,integer,other,column:primary
prime-change-order-line-items,$.prime_line_item_id,string,identity,column:primary
prime-change-order-line-items,$.quantity,string,quantity,column:primary
prime-change-order-line-items,$.tax_code_id,null,identity,column:primary
prime-change-order-line-items,$.unit_cost,string,money,column:primary
prime-change-order-line-items,$.wbs_code,object,identity,structural
prime-change-order-line-items,$.wbs_code.description,string,title,column:primary
prime-change-order-line-items,$.wbs_code.flat_code,string,identity,column:primary
prime-change-order-line-items,$.wbs_code.id,string,identity,column:primary
prime-change-order-line-items,$.wbs_code_id,string,identity,column:primary
prime-change-orders,$,object,other,structural
prime-change-orders,$.batch_id,integer,identity,column:primary
prime-change-orders,$.billing_schedule_of_values_status,string,money,column:primary
prime-change-orders,$.change_order_change_reason,object,title,column:primary
prime-change-orders,$.change_order_change_reason.change_reason,string,title,column:primary
prime-change-orders,$.change_order_change_reason.id,integer,identity,column:primary
prime-change-orders,$.contract_id,integer,identity,column:primary
prime-change-orders,$.created_at,string,date,column:primary
prime-change-orders,$.created_by,object,person,structural
prime-change-orders,$.created_by.id,integer,identity,column:primary
prime-change-orders,$.created_by.name,string,title,column:primary
prime-change-orders,$.currency_configuration,object,money,structural
prime-change-orders,$.currency_configuration.currency_iso_code,null,identity,column:primary
prime-change-orders,$.custom_fields,object,custom_field,structural
prime-change-orders,$.description,string,title,column:primary
prime-change-orders,$.designated_reviewer,object,status,column:primary
prime-change-orders,$.designated_reviewer.id,integer,identity,column:primary
prime-change-orders,$.designated_reviewer.name,string,title,column:primary
prime-change-orders,$.due_date,null,date,column:primary
prime-change-orders,$.enable_ssov,boolean,other,column:primary
prime-change-orders,$.executed,boolean,status,column:primary
prime-change-orders,$.field_change,boolean,other,column:primary
prime-change-orders,$.grand_total,string,money,column:primary
prime-change-orders,$.id,integer,identity,column:primary
prime-change-orders,$.invoiced_date,null,date,column:primary
prime-change-orders,$.legacy_package_id,integer,identity,column:primary
prime-change-orders,$.legacy_request_id,integer,identity,column:primary
prime-change-orders,$.location_id,integer,identity,column:primary
prime-change-orders,$.number,string,identity,column:primary
prime-change-orders,$.paid,boolean,money,column:primary
prime-change-orders,$.paid_date,null,date,column:primary
prime-change-orders,$.private,boolean,status,column:primary
prime-change-orders,$.received_from,object,other,column:primary
prime-change-orders,$.received_from.id,integer,identity,column:primary
prime-change-orders,$.received_from.name,string,title,column:primary
prime-change-orders,$.reference,string,other,column:primary
prime-change-orders,$.reviewed_at,string,date,column:primary
prime-change-orders,$.reviewed_by,null,status,column:primary
prime-change-orders,$.revised_substantial_completion_date,null,date,column:primary
prime-change-orders,$.revision,integer,other,column:primary
prime-change-orders,$.schedule_impact_amount,integer,money,column:primary
prime-change-orders,$.signature_required,boolean,other,column:primary
prime-change-orders,$.signed_change_order_received_date,null,date,column:primary
prime-change-orders,$.status,string,status,column:primary
prime-change-orders,$.title,string,title,column:primary
prime-change-orders,$.type,string,other,column:primary
prime-change-orders,$.updated_at,string,date,column:primary
prime-contract-line-items,$,object,other,structural
prime-contract-line-items,$.amount,string,money,column:primary
prime-contract-line-items,$.description,string,title,column:primary
prime-contract-line-items,$.funding_rule_id,null,identity,column:primary
prime-contract-line-items,$.id,string,identity,column:primary
prime-contract-line-items,$.line_item_group_id,null,identity,column:primary
prime-contract-line-items,$.position,integer,other,column:primary
prime-contract-line-items,$.tax_code_id,null,identity,column:primary
prime-contract-line-items,$.wbs_code,object,identity,structural
prime-contract-line-items,$.wbs_code.description,string,title,column:primary
prime-contract-line-items,$.wbs_code.flat_code,string,identity,column:primary
prime-contract-line-items,$.wbs_code.id,string,identity,column:primary
prime-contract-line-items,$.wbs_code_id,string,identity,column:primary
prime-contracts,$,object,other,structural
prime-contracts,$.accounting_method,string,other,column:primary
prime-contracts,$.actual_completion_date,null,date,column:primary
prime-contracts,$.approval_letter_date,null,date,column:primary
prime-contracts,$.approved_change_orders,string,status,column:primary
prime-contracts,$.architect,object,other,column:primary
